,Fabrikalar,Mudur_Sayisi,Mudur_Maasi,Mudur_Puani,Calisan_Sayisi,Calisan_Maasi,Calisan_Puani,Satis_Pazarlama_Mudur_Sayisi,Satis_Pazarlama_Mudur_Puani,Satis_Pazarlama_Mudur_Maasi,Satis_Pazarlama_Calisan_Eleman_Sayisi,Satis_Pazarlama_Calisan_Eleman_Puani,Satis_Pazarlama_Calisan_Eleman_Maasi,Makine_Maaliyeti,Calisan_Mesai,Mola_Suresi,Makine_Sayisi,Makine_Haftalik_Bakim,Makine_Bakim_Ucreti,Veri_Analizi_Mudur_Sayisi,Veri_Analizi_Mudur_Puani,Veri_Analizi_Mudur_Maasi,Veri_Analizi_Calisan_Sayisi,Veri_Analizi_Calisan_Puani,Veri_Analizi_Calisan_Maasi,Depo_Sayisi,Isci_Memnuniyeti,Lojistik_Sayisi,Lojistik_Puani,Ortalama_Calisma_Suresi,Uretim_Hizi,Uretim_Miktari,Urun_Hata_Orani,Fabrika_Giderleri,Urun_Basi_Maliyet,Urun_Basi_Kar,Urun_Min_Satis_Fiyati,Urun_Max_Satis_Fiyati,Hammadde_Cesidi,Kaucuk_Alis_Fiyati,Kaucuk_Satis_Fiyati,Kaucuk_Kalitesi,Motorsiklet_Lastik_Performansi,Traktor_Lastik_Performansi,Bisiklet_Lastik_Performansi,SUV_Lastik_Performansi,Yazlik_Lastik_Performansi,Dort_Mevsim_Lastik_Performansi,Kislik_Lastik_Performansi,Lastik_Capi,Lastik_Agirligi,Lastik_Ebati,Kuru_Zemin_Fren,Islak_Zemin_Fren,Karli_Zemin_Fren,Konfor,Viraj_Donus_Puan,Yol_Temasi,Direksiyon_Hakimiyeti,Yakit_Tuketimi,Yuk_Endeksi,Off_Road_Uygunlugu,Sirt_Deseni,Gurultu,Asinma,Centik_Sayisi
77,Fabrika 78,11,11.195,5,5768,6969,5,7,6,10262,6881,5,4942,245663,18,45,5819,2,7186,7,10,18733,7217,10,12664,32,6,39,5,44,10,307589,2,740343,24,79,229,643,3,42979,39211,8,10,10,6,8,5,7,10,19,6,7,6,9,7,6,5,7,6,8,6,5,8,10,10,5
78,Fabrika 79,8,7.926,8,6535,6547,6,12,9,9041,7480,6,6909,267142,15,42,6151,2,5063,6,10,18531,6927,10,11015,47,5,38,5,34,9,437574,4,546423,23,95,227,769,2,36661,44380,5,6,5,10,7,5,8,10,20,6,6,8,5,9,7,5,10,7,9,8,9,8,10,9,10
79,Fabrika 80,12,11.232,10,5286,6910,6,7,8,10860,5285,9,5216,468305,4,46,7193,2,5625,8,10,15203,5448,10,10295,29,10,26,7,25,10,193760,1,886953,53,98,223,849,2,44247,37698,7,10,9,6,5,10,5,7,18,6,6,9,5,10,9,9,5,6,8,6,8,5,10,7,9
80,Fabrika 81,9,13.867,7,6942,6788,9,13,9,10983,5488,10,6985,184612,19,43,7033,3,7069,10,10,17782,6220,10,8448,34,7,48,8,36,5,190917,2,613051,23,93,217,790,3,40428,37962,10,8,9,5,7,5,5,5,19,6,7,9,7,8,7,10,9,8,6,6,5,6,8,5,6
81,Fabrika 82,11,9.480,9,5336,5472,7,13,10,14767,7010,10,7319,297211,11,48,7018,2,6456,6,10,16801,6868,10,11485,47,10,46,7,32,9,161845,4,572076,77,90,201,694,2,42274,36159,8,9,5,8,9,5,8,5,15,6,10,8,9,8,10,10,10,6,6,10,7,9,8,5,10
82,Fabrika 83,12,9.862,5,7471,5935,6,7,7,7994,6657,5,4872,236134,13,26,5730,2,7382,5,10,16422,5570,10,7875,37,5,41,7,37,5,131807,5,892946,77,61,202,647,1,36973,43201,7,5,7,8,6,5,6,10,20,6,7,6,7,10,5,5,10,8,6,6,5,5,7,8,8
83,Fabrika 84,13,10.673,7,6670,5742,6,9,8,8922,7075,6,5049,144529,5,29,6880,3,6851,6,10,16574,4598,10,10382,51,5,27,6,43,9,478902,4,796478,38,110,224,613,2,43731,43027,8,7,6,9,6,10,9,10,18,6,8,6,8,7,8,9,9,9,9,9,6,8,5,8,7
84,Fabrika 85,13,9.323,7,6318,6410,8,9,6,14809,7119,5,5389,225800,14,35,6398,3,5236,10,10,19917,5923,10,14818,33,8,35,10,25,6,293685,5,528622,43,95,211,930,2,43890,39623,10,9,8,6,7,5,5,7,14,6,9,10,10,7,10,5,9,8,10,7,7,9,8,9,9
85,Fabrika 86,12,11.839,10,6024,6655,9,9,9,10095,5382,6,6719,379528,14,48,5879,2,5604,8,10,19125,6983,10,10813,28,7,38,5,47,9,227565,4,751347,69,110,216,848,3,40974,37839,8,5,7,6,7,7,10,7,19,6,7,9,8,9,6,10,7,8,9,7,6,8,6,10,5
86,Fabrika 87,10,13.469,6,5046,7109,10,15,7,10351,6668,5,5305,424016,11,42,6987,3,5103,7,10,18545,5318,10,11752,39,10,47,6,37,9,277279,3,690465,35,69,204,645,1,41743,40077,6,8,8,9,9,6,10,6,15,6,9,5,7,6,7,6,6,7,7,5,8,10,10,6,5
87,Fabrika 88,9,8.487,5,5073,6688,6,13,6,12107,6456,8,5452,167959,8,40,4547,2,6729,5,10,17956,7031,10,14861,23,5,33,6,29,7,190358,2,889220,22,89,204,859,3,39765,39767,9,8,9,10,6,7,6,9,12,6,5,9,8,8,10,9,10,5,10,6,7,10,8,6,10
88,Fabrika 89,12,14.907,5,6756,6951,7,7,7,14736,6506,9,5553,118760,10,33,6734,3,6420,8,10,15638,4977,10,7559,59,7,29,5,46,6,223688,1,859622,27,79,238,876,2,41405,42126,9,7,5,10,8,6,10,6,15,6,6,10,6,6,10,6,9,7,10,9,6,10,10,5,5
89,Fabrika 90,9,14.970,10,4804,5996,8,13,8,12442,5192,9,5151,424396,22,44,5244,2,7320,5,10,16612,6608,10,11512,24,6,47,10,31,7,137025,3,578753,70,96,223,950,2,44116,38894,6,10,6,9,5,8,8,5,12,6,10,10,10,10,6,10,9,6,8,5,8,6,10,9,9
90,Fabrika 91,14,10.339,8,7407,6208,8,11,7,12718,6481,6,6307,494768,15,38,5572,3,5609,7,10,16158,5543,10,9645,51,10,41,7,37,7,412217,2,715027,72,68,220,629,1,38313,42708,6,7,6,10,8,10,6,9,13,6,6,9,9,5,8,8,10,9,10,10,9,6,5,9,10
91,Fabrika 92,15,11.389,6,6234,5750,5,10,6,13113,7417,7,7021,371587,15,28,5452,2,6819,9,10,16711,5032,10,13397,47,10,45,10,39,7,338735,4,802200,74,60,232,664,1,36223,36553,7,7,9,8,5,8,8,8,12,6,7,7,10,10,10,5,6,5,7,6,5,10,10,5,9
92,Fabrika 93,7,13.366,9,6891,4784,7,14,6,12637,5598,5,6240,231550,15,38,5566,2,7429,5,10,16685,6405,10,14417,49,5,41,10,38,7,184743,5,967879,28,65,237,723,2,36789,35465,5,7,8,8,7,9,5,6,17,6,6,6,10,8,5,5,9,9,5,9,7,9,7,7,6
93,Fabrika 94,8,9.859,9,7473,5839,8,12,9,12494,4958,7,7397,329889,12,34,7475,3,7134,6,10,18871,5011,10,7749,21,6,31,7,31,5,179899,5,741053,54,66,214,490,1,43783,39984,8,8,7,8,9,5,7,5,12,6,5,9,8,7,9,9,7,6,9,8,8,5,6,6,8
94,Fabrika 95,13,10.888,7,7323,7287,10,7,9,9213,5436,8,6469,343540,12,27,5964,2,5973,6,10,15572,6823,10,12140,21,6,28,10,39,8,445790,5,640657,42,69,236,890,1,38329,41863,7,10,8,6,5,6,6,8,17,6,8,6,7,8,10,5,5,5,9,6,9,6,7,8,5
95,Fabrika 96,12,7.557,8,5308,6312,5,10,10,10280,7055,5,6704,339845,16,27,4933,2,6146,8,10,17842,6138,10,9743,23,7,37,9,31,6,213419,1,584081,44,60,216,695,2,44978,40093,5,5,9,8,7,7,9,10,14,6,6,7,9,5,9,8,5,6,10,10,6,5,8,9,8
96,Fabrika 97,14,8.456,10,4553,7191,7,14,6,7514,5479,9,6471,382759,16,29,7245,3,4759,7,10,16829,5303,10,9062,39,8,35,6,40,7,113960,4,661051,23,111,206,797,2,42893,44368,10,7,7,5,9,10,7,10,17,6,8,5,9,7,5,5,9,9,5,10,5,9,8,5,5
97,Fabrika 98,9,13.486,6,4648,4787,9,7,7,8907,5367,5,4562,149780,16,36,6050,2,5090,10,10,16397,6290,10,9761,46,8,49,9,40,10,421819,2,970546,20,87,210,675,2,43995,37439,9,6,7,5,10,6,10,5,15,6,7,9,9,5,9,9,6,10,9,9,6,9,5,8,8
98,Fabrika 99,9,10.769,6,7437,7379,10,8,9,13618,5310,7,7235,336988,20,50,6702,3,7372,7,10,19819,7416,10,14663,54,6,44,10,33,7,420871,2,811005,64,70,239,744,2,39264,37223,9,8,9,7,7,7,6,5,18,6,5,5,6,8,6,7,10,5,5,9,5,10,6,8,10
99,Fabrika 100,10,7.670,10,7154,5392,5,9,7,9785,4949,8,6149,349475,6,28,7113,2,6319,8,10,18304,4570,10,10280,42,6,32,10,25,6,322443,1,780377,22,65,217,847,3,43986,37231,5,10,6,5,8,9,10,5,19,6,6,8,9,6,7,5,5,10,10,10,6,6,7,9,6
100,Fabrika 101,10,9.551,5,5796,5564,8,11,10,9243,6965,9,4877,413013,16,29,4544,2,5971,5,10,18526,6442,10,8511,35,6,47,8,28,8,342448,2,784259,78,108,218,858,3,44508,36735,8,10,6,5,8,9,8,5,17,6,6,7,7,10,6,7,7,10,6,5,10,6,5,6,8
101,Fabrika 102,13,10.258,7,5964,5322,6,8,5,9199,6821,5,5046,466113,18,45,5354,3,6826,10,10,15478,5548,10,12510,37,7,37,8,30,8,217595,5,690709,71,95,200,496,3,40894,43935,8,10,10,10,10,6,6,5,19,6,6,5,10,10,5,6,9,5,5,5,10,8,9,6,8
102,Fabrika 103,12,7.516,10,6459,6207,10,10,10,8427,5365,10,4911,202866,14,31,4782,2,6808,5,10,19940,6449,10,13466,24,10,46,8,48,5,383228,4,581297,67,119,208,531,2,36623,44253,5,6,9,6,8,9,9,7,16,6,6,6,10,7,7,7,9,8,7,6,7,5,10,5,8
103,Fabrika 104,7,7.506,7,4948,5807,5,15,10,11427,4747,9,6917,158420,10,30,6071,2,6069,10,10,16721,6972,10,11670,45,10,25,9,40,10,100851,3,629294,58,76,236,778,3,36826,43425,5,5,9,9,5,8,9,5,18,6,8,8,8,8,8,8,8,10,7,5,10,8,5,9,8
104,Fabrika 105,13,9.523,5,5262,6906,5,11,7,14534,6788,8,5641,261754,16,42,4751,3,5414,8,10,19379,6411,10,10294,20,9,48,9,31,9,225558,1,948482,31,76,215,921,1,43712,42998,10,9,9,9,9,8,7,9,19,6,7,8,9,7,9,7,6,7,5,9,10,6,5,7,7
105,Fabrika 106,13,8.408,5,5905,5189,7,9,5,8805,5643,8,6548,222929,8,46,7158,2,7078,9,10,16780,5795,10,9748,27,6,46,9,30,5,431842,5,664027,26,93,205,458,3,44114,35744,8,9,9,6,5,7,10,7,18,6,7,9,5,7,8,5,9,8,7,9,8,10,8,7,7
106,Fabrika 107,11,8.513,10,5599,5677,10,15,8,12047,7291,10,5919,260058,3,30,7226,2,5357,5,10,17030,6879,10,9874,58,10,41,7,37,9,488526,5,898623,32,67,221,915,2,38067,35316,9,6,5,9,6,8,10,9,16,6,7,7,9,8,10,7,9,6,5,5,7,10,10,5,10
107,Fabrika 108,10,9.488,5,6645,6749,5,13,8,10444,4696,10,4918,324301,19,26,7059,2,7253,8,10,19232,5404,10,9230,28,8,34,6,31,8,321861,1,641554,46,68,235,547,3,35274,38904,6,8,9,10,10,6,8,8,15,6,8,10,6,6,10,7,6,10,5,5,6,6,9,8,7
108,Fabrika 109,8,12.348,6,5249,7220,9,10,5,11355,5987,10,6634,466848,11,44,7216,3,5564,5,10,15666,5235,10,11993,51,9,46,5,46,6,395179,4,964939,60,68,230,773,3,38418,36459,10,10,7,5,9,5,5,6,13,6,6,7,6,9,7,10,9,6,10,10,9,6,9,5,6
109,Fabrika 110,11,9.513,7,6424,5545,8,9,6,8699,6976,8,6138,157023,4,36,6235,3,4721,7,10,15506,6430,10,11363,50,6,36,7,29,5,336826,5,779646,70,104,228,950,2,38891,41330,7,5,10,6,10,9,10,6,16,6,10,7,6,8,7,10,9,10,10,10,8,9,5,6,10
110,Fabrika 111,15,13.307,5,6718,5402,9,9,8,13310,5957,5,6003,284449,21,34,7362,2,5796,10,10,15151,7448,10,11928,28,10,29,9,49,9,194625,2,727560,47,62,227,644,3,41250,35238,6,9,8,5,10,10,7,5,17,6,8,9,7,9,10,5,5,5,5,8,10,9,7,10,6
111,Fabrika 112,7,10.318,7,7314,6540,6,11,10,14608,5349,10,6285,451251,16,39,4508,3,6087,7,10,19366,6184,10,7990,41,8,30,10,41,7,151276,4,568685,52,108,229,662,3,43649,42898,10,10,7,8,9,6,9,5,19,6,8,7,8,5,6,6,8,5,9,5,7,7,7,6,7
112,Fabrika 113,12,10.837,5,7304,7303,10,8,8,9119,7087,5,5722,186496,14,35,6319,3,7204,8,10,18902,6416,10,7530,52,6,25,9,26,5,343220,3,893764,36,87,226,721,1,39657,38974,9,7,7,10,9,9,9,8,13,6,8,6,7,7,8,8,9,10,8,8,5,7,7,9,6
113,Fabrika 114,15,13.729,6,6573,7312,8,10,8,14295,5348,7,4995,113846,17,46,6398,2,6378,6,10,17414,5156,10,11821,60,7,27,8,48,6,198165,1,920491,42,69,208,920,1,35865,35796,5,9,9,8,10,5,6,8,16,6,8,6,9,5,7,9,7,8,6,10,8,7,5,10,5
114,Fabrika 115,14,9.693,7,5718,6273,10,13,8,10935,5693,8,7280,445154,5,27,5773,2,6964,10,10,18838,6358,10,12463,57,7,42,7,35,7,342000,1,928426,34,107,206,651,1,39419,43093,8,10,5,10,8,5,6,10,13,6,10,7,10,7,5,10,9,9,9,10,10,10,9,10,8
115,Fabrika 116,9,14.598,8,5993,6913,8,13,9,8010,7328,7,5266,227088,12,37,5656,2,7091,8,10,15195,6678,10,9240,39,9,30,7,26,6,108514,5,621336,69,104,231,728,3,44193,43822,5,5,6,8,5,5,5,7,12,6,7,9,7,8,6,10,10,7,6,6,9,8,9,5,6
116,Fabrika 117,9,12.477,5,5356,5005,6,11,8,14191,4853,9,4567,220782,3,42,5044,2,6018,8,10,18549,7243,10,12140,51,8,30,8,25,8,465371,5,609500,40,61,231,578,3,35770,41812,10,6,8,9,10,10,7,6,15,6,10,6,9,5,7,5,10,7,6,8,7,10,7,7,10
117,Fabrika 118,9,11.889,8,4725,5725,8,13,7,14764,7087,9,5600,171006,15,31,7372,3,4713,9,10,19412,5446,10,13549,51,9,30,9,37,5,233158,1,716130,39,107,216,932,2,40517,40240,8,10,10,9,7,8,10,10,16,6,10,10,9,7,9,9,9,9,9,5,10,6,10,10,7
118,Fabrika 119,12,7.713,6,4531,6894,8,11,5,11055,6035,6,6851,104916,20,50,6957,3,7341,10,10,19228,6066,10,14253,46,9,44,6,39,10,414513,2,700784,56,114,216,826,3,43779,37201,8,9,8,9,10,6,5,9,18,6,8,7,5,9,5,9,10,7,7,6,10,8,9,6,10
119,Fabrika 120,14,9.352,9,6342,6190,9,8,5,10071,7033,9,5591,114955,22,33,5938,3,5677,8,10,17384,4939,10,10981,51,7,27,7,35,6,350508,2,843448,37,68,230,497,1,40088,42715,7,6,5,9,5,10,5,5,17,6,6,7,8,7,8,9,6,5,8,5,6,5,6,7,9
120,Fabrika 121,11,11.389,6,7030,6690,9,9,8,13189,5114,5,5614,473102,21,36,5467,2,7241,5,10,17484,5145,10,11802,20,6,29,9,46,6,448599,1,940000,43,114,238,919,1,39946,44257,7,5,5,5,5,8,8,7,13,6,10,6,5,6,9,6,9,8,9,5,7,6,7,7,8
121,Fabrika 122,9,14.439,9,6031,7473,9,14,8,13880,6710,8,5563,459442,22,33,5723,3,5928,10,10,19620,6678,10,13771,21,9,28,9,39,5,464865,1,688683,57,78,232,751,3,44372,42824,10,7,8,7,6,5,8,5,18,6,7,10,5,10,10,5,7,9,9,10,9,6,8,10,9
122,Fabrika 123,14,12.603,7,6991,5315,9,8,5,8444,7047,5,5074,219961,14,48,5537,2,5723,8,10,16129,5701,10,11396,39,5,36,8,33,6,494552,3,905136,68,77,240,555,2,38445,35261,9,8,8,10,10,8,5,10,17,6,6,5,9,8,7,7,6,9,10,10,6,10,9,9,10
123,Fabrika 124,15,10.777,9,5407,6751,6,15,9,11850,7358,6,6130,369472,10,27,5482,3,5028,5,10,18552,7182,10,13207,44,9,32,7,44,9,403720,1,578298,80,85,217,796,2,41632,42148,5,10,9,8,5,7,9,10,15,6,9,9,10,9,8,6,5,9,6,6,5,5,6,5,5
124,Fabrika 125,9,14.252,10,6217,6136,8,12,10,13262,7149,8,5818,320005,11,28,5190,3,4770,6,10,17508,6248,10,11795,42,8,33,9,31,10,192662,1,968076,20,91,214,821,2,38862,35580,8,9,8,8,7,9,10,10,18,6,8,7,10,6,7,10,5,10,9,8,8,7,9,6,8
125,Fabrika 126,14,11.532,5,7175,6551,9,11,5,14936,6241,9,6362,139448,9,26,5529,2,5136,8,10,15904,4950,10,14515,53,9,30,10,30,9,448922,5,968945,24,86,221,587,2,36195,37793,10,5,10,8,7,7,9,9,17,6,8,7,5,5,10,10,6,6,5,9,8,8,5,8,6
126,Fabrika 127,10,13.372,5,6520,6216,5,12,10,12273,4913,5,6919,191263,14,38,6902,2,6793,8,10,16851,6509,10,8647,42,8,26,9,38,7,320906,1,979996,51,83,217,604,2,37963,35720,5,6,6,9,7,7,7,9,18,6,5,9,9,6,8,6,10,6,8,9,6,7,8,9,9
127,Fabrika 128,10,11.498,10,4940,6940,7,7,9,8471,5437,5,7228,410957,11,50,7429,2,7244,5,10,17105,4704,10,13530,23,10,39,7,49,10,441226,2,868715,77,100,233,856,2,44520,42749,9,5,8,5,8,5,9,6,17,6,5,8,7,7,6,6,10,8,7,10,6,8,7,5,9
128,Fabrika 129,15,9.607,9,7358,6676,5,10,10,13552,5109,5,6587,105365,8,46,5924,3,5417,6,10,16609,6737,10,10940,28,5,25,9,29,5,355287,3,815690,66,77,239,517,3,38486,36257,6,8,6,9,7,10,7,7,19,6,5,6,8,6,9,8,6,9,7,10,9,5,6,6,6
129,Fabrika 130,14,14.564,8,6641,7153,10,14,10,14082,4746,5,7101,422534,22,44,4884,2,6905,8,10,15645,5966,10,10543,28,8,44,9,50,8,311708,3,983168,52,108,212,909,1,40487,43056,9,8,6,10,6,9,8,6,14,6,7,8,5,9,7,9,9,9,7,9,10,6,9,10,9
130,Fabrika 131,12,12.830,8,6825,4749,6,14,9,10520,6834,5,6882,131394,5,48,7347,3,7093,6,10,18019,5612,10,10072,29,10,28,9,33,6,363444,3,858741,37,67,210,729,3,42342,35115,9,6,5,6,9,6,6,10,17,6,8,6,5,5,6,9,5,9,10,9,7,9,10,6,5
131,Fabrika 132,12,14.068,9,6793,5375,6,11,9,14553,5083,7,6098,135119,9,40,5934,3,6661,10,10,17735,7066,10,7890,22,6,25,8,38,9,463650,3,655590,65,94,209,552,2,37877,36844,9,7,10,6,7,7,6,10,18,6,10,8,9,9,7,10,8,10,9,8,9,5,7,9,8
132,Fabrika 133,15,14.636,6,5930,5799,8,7,7,13617,5156,6,5068,191427,16,35,5127,3,5576,10,10,15262,6902,10,12249,53,7,32,9,25,10,450115,3,524483,69,101,212,843,2,39339,36009,6,7,9,5,5,9,5,5,20,6,8,7,9,9,7,5,10,7,10,8,10,10,10,9,10
133,Fabrika 134,7,10.963,9,4645,5633,9,10,8,12444,5567,7,4924,370548,13,44,5254,3,5957,7,10,19507,7498,10,8637,31,10,31,7,29,7,437546,5,688381,25,92,215,946,2,42749,39189,10,7,8,8,10,6,6,6,12,6,6,10,9,8,10,7,5,7,8,8,5,10,10,6,9
134,Fabrika 135,9,11.912,8,7084,5565,7,14,7,14068,7158,6,5034,368708,17,38,5575,3,5971,8,10,17598,7167,10,11610,22,8,42,9,34,10,348326,2,624899,37,82,201,542,2,43946,36322,9,10,9,7,7,7,8,10,19,6,8,8,10,10,10,7,7,7,7,5,6,8,7,9,9
135,Fabrika 136,14,8.716,6,4973,7031,6,10,7,7717,5105,7,6245,397320,12,31,6437,3,4630,6,10,19815,5470,10,13589,32,10,40,8,40,5,363856,3,550887,72,84,202,881,2,39223,39213,10,6,5,6,10,6,10,9,18,6,7,9,5,6,9,10,5,6,7,6,7,10,6,9,5
136,Fabrika 137,11,13.379,9,7215,7341,10,11,10,11483,4931,9,6167,184937,17,27,7256,3,4811,7,10,19937,4864,10,14987,46,8,33,8,50,6,400560,1,582036,42,88,231,736,2,42241,42373,9,6,5,6,6,6,8,9,18,6,6,9,10,9,8,9,9,6,9,7,7,7,6,6,9
137,Fabrika 138,12,10.017,7,5397,7089,10,15,9,10703,7105,8,6489,125955,7,43,6639,3,6644,6,10,18118,4685,10,8013,23,6,34,10,27,9,302084,5,578690,26,87,221,806,1,39738,36100,5,7,7,8,7,6,8,6,18,6,6,7,5,8,10,7,5,6,9,8,6,8,5,7,10
138,Fabrika 139,15,9.961,9,5159,7162,10,12,10,9255,4856,8,7236,209248,8,39,6645,3,5304,9,10,17081,4985,10,12129,29,9,26,7,44,7,398071,1,934984,48,70,218,662,1,42472,37448,6,6,10,8,6,6,7,7,15,6,9,8,8,8,9,7,8,5,6,6,9,9,9,9,8
139,Fabrika 140,8,8.421,9,7284,5903,9,15,6,9180,6707,8,4792,203460,4,34,6217,3,6653,10,10,17943,6153,10,9447,34,8,32,6,31,10,455050,3,745143,34,97,205,873,2,38467,36980,10,10,8,8,5,5,6,10,20,6,7,9,7,7,10,8,6,10,7,5,6,6,10,5,10
140,Fabrika 141,10,7.656,7,5433,6299,5,9,7,9066,7093,6,5062,444555,10,43,5855,3,5777,8,10,15081,6537,10,8322,60,10,44,6,40,9,335359,5,640342,74,81,202,744,1,40793,41253,7,6,6,10,10,6,8,8,14,6,8,9,9,5,8,10,5,8,6,10,5,6,5,7,6
141,Fabrika 142,7,10.641,9,5990,6054,9,15,5,8741,7451,10,6365,111087,16,46,5314,3,7325,10,10,17158,6587,10,13126,58,7,46,6,42,5,368406,3,573019,30,108,209,688,3,36486,43298,10,9,8,5,5,5,5,8,19,6,9,10,10,9,7,9,7,9,5,6,10,8,6,5,9
142,Fabrika 143,13,11.975,5,7425,6763,6,8,7,14809,4923,8,6560,365947,12,27,4558,2,5781,10,10,15625,4837,10,8698,58,5,43,5,38,5,190418,1,512985,51,89,214,482,1,42106,43258,9,6,7,5,6,7,7,10,13,6,5,9,10,6,8,9,5,10,5,6,10,5,5,6,5
143,Fabrika 144,7,10.238,7,7108,5315,6,8,5,8503,6522,10,7145,270458,7,27,6651,3,5138,9,10,19842,5290,10,7996,51,7,41,8,38,6,305370,5,703040,48,109,211,747,1,36928,39242,6,7,9,6,5,6,7,10,17,6,7,5,7,7,5,9,5,8,10,8,5,9,9,10,10
144,Fabrika 145,10,11.073,6,4996,5038,6,9,9,8515,5347,9,5792,404197,14,43,5071,3,5417,5,10,17121,7016,10,8146,31,5,30,10,37,5,484271,1,935126,58,87,204,677,1,44491,37248,8,9,9,5,6,8,10,7,14,6,10,6,7,6,8,10,6,8,9,7,5,8,10,10,5
145,Fabrika 146,14,10.132,6,6752,7202,9,14,9,14948,6293,10,4783,135063,18,39,6720,3,6966,9,10,17985,7062,10,12258,21,8,33,10,49,6,311009,1,989198,39,94,238,828,1,35135,36202,7,6,9,7,7,10,6,10,13,6,10,10,5,5,8,9,7,10,9,8,8,10,7,8,6
146,Fabrika 147,7,9.441,10,4863,4971,9,7,8,8408,5355,7,6702,381801,4,33,7485,2,7136,6,10,15884,5524,10,12467,36,9,33,9,44,8,454547,1,569382,30,105,201,844,1,38151,36656,6,7,6,8,5,7,5,10,17,6,9,7,10,5,7,8,8,6,7,9,6,7,9,9,8
147,Fabrika 148,11,12.169,6,5524,5785,7,15,5,9046,7137,6,4946,287112,3,26,6591,2,5431,5,10,17328,6284,10,13992,53,10,31,10,31,8,475127,1,556613,49,85,239,884,2,39530,36091,7,8,10,8,5,10,9,8,15,6,8,8,9,8,10,5,10,7,10,6,8,5,8,6,5
148,Fabrika 149,13,7.673,7,7491,6419,10,15,8,7814,7327,10,5425,309974,17,44,6608,2,7495,10,10,19612,4571,10,8516,31,6,31,9,41,5,342260,4,887709,27,78,230,491,1,44273,44498,9,7,7,6,8,7,8,8,16,6,10,6,5,7,9,10,6,8,10,8,7,10,10,8,8
149,Fabrika 150,7,8.982,5,7387,7339,6,14,7,13890,5911,10,5749,216887,4,36,7481,2,6454,8,10,15262,7328,10,13506,20,8,40,7,44,9,285514,3,752721,30,102,239,934,3,44690,37137,10,10,10,5,7,9,8,8,13,6,10,6,6,7,9,5,6,5,7,5,7,8,9,6,7
150,Fabrika 151,9,13.219,5,6663,4791,5,11,6,14870,6144,8,7075,207984,6,38,4994,3,5076,10,10,19801,5733,10,10371,33,10,33,8,40,6,340208,5,662821,49,63,201,657,1,44202,43123,10,8,5,8,9,9,5,10,12,6,5,6,7,5,5,9,10,10,8,5,5,9,10,9,10
151,Fabrika 152,10,12.173,8,6108,6877,6,8,5,11512,6954,8,5612,472041,18,38,6293,2,7138,5,10,15313,5535,10,10679,45,10,49,5,45,6,282336,4,976370,69,74,228,678,2,43907,38931,10,9,10,5,9,5,9,8,14,6,7,7,6,5,9,9,8,9,8,6,10,7,10,9,5
152,Fabrika 153,13,10.348,10,6596,6740,6,15,6,7548,5594,6,7360,169460,12,25,6101,3,6442,9,10,18416,5881,10,10111,56,7,47,7,34,8,424211,1,660524,42,116,216,919,2,40975,38443,8,10,8,5,9,5,7,9,18,6,10,7,8,6,10,7,10,6,5,6,7,7,9,10,5
153,Fabrika 154,12,8.141,6,6194,5883,5,14,10,14251,6436,8,5030,449534,18,44,5236,3,4710,5,10,18350,6471,10,9788,52,9,27,7,38,8,212181,4,942053,73,62,201,715,2,40687,36884,7,5,7,9,5,6,8,6,15,6,8,7,10,8,5,7,5,9,10,7,7,8,10,10,10
154,Fabrika 155,7,10.001,9,5844,5869,7,13,7,9605,5621,10,5977,345999,19,29,6334,3,6751,9,10,15590,4881,10,9234,39,6,29,6,38,10,270749,5,910962,66,63,232,799,3,38000,39436,7,9,7,9,8,6,8,6,16,6,10,9,10,9,8,10,7,7,5,6,8,8,6,7,5
155,Fabrika 156,13,11.719,5,7356,4523,7,7,6,12090,5286,8,6875,170842,9,40,6469,2,5318,6,10,19547,5305,10,13089,36,9,49,7,35,7,221936,4,833849,53,115,212,594,3,44450,35979,10,7,7,6,6,10,8,8,12,6,6,6,9,6,8,8,7,9,10,9,8,6,8,9,10
156,Fabrika 157,9,14.759,6,6965,5930,6,15,8,9113,6373,8,6529,218092,8,27,5630,3,7404,10,10,18328,6937,10,10109,47,5,48,10,25,5,394050,1,632426,71,73,232,580,1,44460,36309,8,5,9,9,5,5,5,5,13,6,6,7,9,5,5,7,6,10,5,8,7,5,10,7,6
157,Fabrika 158,12,10.441,6,6923,6373,6,11,10,7608,6045,10,6414,470790,4,45,7160,3,5603,10,10,19515,4990,10,11874,47,9,35,8,28,9,224586,3,646749,65,107,225,647,2,42220,42680,9,9,6,5,5,9,7,5,14,6,6,10,6,9,9,5,8,6,7,10,8,6,9,9,9
158,Fabrika 159,13,8.312,6,7203,5464,8,10,10,9620,6302,6,4747,299145,6,45,7156,3,6274,7,10,16063,5363,10,12064,28,9,47,5,33,10,165837,3,854680,50,71,233,738,2,36709,38712,10,6,7,7,8,6,10,8,13,6,6,9,5,8,8,5,5,5,7,10,9,10,8,9,9
159,Fabrika 160,11,9.663,5,4966,7139,9,7,8,11614,6646,9,6790,104460,16,37,6090,3,5270,6,10,18515,7013,10,10159,21,5,31,5,40,5,398309,1,556271,39,81,204,454,1,43542,39877,6,10,5,8,8,10,8,7,15,6,10,8,7,9,7,6,10,8,9,8,10,6,7,10,7
